author,score,affiliation
Evelina Ochin,2.2487732752493987,"Service de Médecine Intensive-Réanimation Hôpital Simone Veil, Eaubonne, France."
Daniel Da Silva,2.2487732752493987,"Service de Médecine Intensive Réanimation du Centre, Hospitalier de Saint-Denis, Saint-Denis, France."
Lisa Belin,2.2487732752493987,"Département de Santé Publique, Unité de Recherche Clinique PSL-CFX, INSERM, Institut Pierre Louis d'Epidémiologie Et de Santé Publique, AP-HP, Hôpital Pitié Salpêtrière, Sorbonne Université, CIC-1901, 75013, Paris, France."
David Osman,2.2487732752493987,"CHU Bicêtre, 78 Rue du Général Leclerc, 94270, Le Kremlin-Bicêtre, France."
Raphael Gaillard,2.2487732752493987,"Department of Psychiatry, Service Hospitalo-Universitaire, GHU Paris Psychiatrie & Neurosciences, 75014, Paris, France.
Université de Paris, 75006, Paris, France."
Bertrand Dautzenberg,2.2487732752493987,"Sorbonne Université APHP (La Pitié-Salpêtrière), 75013, Paris, France.
Tabacologue Institut Arthur Vernes, Paris, France."
Gaétan Plantefeve,2.2487732752493987,"Service de Médecine Intensive-Réanimation, Centre Hospitalier Victor Dupouy, 95107, Argenteuil, France."
Matthieu Turpin,2.2487732752493987,"Assistance Publique - Hôpitaux de Paris, Service de Médecine Intensive RéanimationHôpital Tenon, Sorbonne Université, Paris, France."
Cyril Manzon,2.2487732752493987,"Service de Réanimation, Médipole Lyon Villeurbanne. Service de Réanimation, 158 rue Léon Blum, 69100, Villeurbanne, France."
Jean-Louis Dubost,2.2487732752493987,"Centre Hospitalier René Dubos, 6, avenue de l'Ile de, 95303, Cergy-Pontoise, France."
Jonathan Zarka,2.2487732752493987,"Service de Réanimation Polyvalente, Grand Hôpital de L'Est Francilien, site de Marne-La-Vallée, Jossigny, France."
Guillaume Chevrel,2.2487732752493987,"Service de Réanimation; Centre Hospitalier Sud Francilien (CHSF), 40 Avenue Serge Dassault, Corbeil-Essonne, France."
Gaël Piton,2.2487732752493987,"Service de Réanimation Médicale, CHRU de Besançon, Boulevard Fleming, Besançon, France."
Mathieu Baldacini,2.2487732752493987,"Service de Médecine Intensive-Réanimation Groupement Hospitalier Régional Mulhouse Et Sud Alsace, Hôpital Emile Muller, 68100, Mulhouse, France."
Christian Lamer,2.2487732752493987,"Service de RéanimationInstitut Mutualiste Montsouris, 42 Bd Jourdan, 75014, Paris, France."
Said Lebbah,2.2487732752493987,"Département de Santé Publique, Unité de Recherche Clinique PSL-CFX, INSERM, Institut Pierre Louis d'Epidémiologie Et de Santé Publique, AP-HP, Hôpital Pitié Salpêtrière, Sorbonne Université, CIC-1901, 75013, Paris, France."
Jean-Pierre Quenot,2.2487732752493987,"Department of Intensive Care, Burgundy University Hospital, Dijon, France.
Lipness Team, INSERM Research Center LNC-UMR1231 and LabEx LipSTIC, University of Burgundy, Dijon, France.
INSERM CIC 1432, Clinical Epidemiology, University of Burgundy, Dijon, France."
Grégoire Muller,2.2487732752493987,"Service de Médecine Intensive Réanimation, Centre Hospitalier Régional d'Orléans, Orléans, France."
Carine Kieffer,2.2481617549605875,"From the Université Louis Pasteur, Faculté de Médecine et Clinique Dermatologique, Hôpitaux Universitaires, Strasbourg, France."
N Trillot,2.2480757954586585,"Laboratoire d'Hématologie, Hôpital Cardiologique, CHRU, Lille, France."
M-C Boffa,2.2475852537571877,"Service d'Hématologie, Hopital Jean Verdier, Assistance publique, Hospitaux de Paris, Bondy, France. marieclaire.boffa@wanadoo.fr"
Elodie Bousquet,2.247346786726518,"Department of Ophthalmology, Ophtalmopôle, Cochin Hospital, APHP.
Faculty of Medicine, Université de Paris."
Martine Mauget-Faÿsse,2.247346786726518,"Clinical Investigative Platform, Rothschild Ophthalmologic Foundation Hospital, Paris, France."
Alexis Régent,2.247346786726518,"Department of Internal Medicine, Centre de Référence Maladies Auto-Immunes et Systémiques Rares d'Ile de France, Cochin Hospital, APHP.
Faculty of Medicine, Université de Paris."
Tiphaine Lenfant,2.247346786726518,"Department of Internal Medicine, Centre de Référence Maladies Auto-Immunes et Systémiques Rares d'Ile de France, Cochin Hospital, APHP."
Janine Wechsler,2.2465384850596606,"Département de Pathologie, Hôpital Henri-Mondor, Créteil, France."
V Gayet,2.2458731616519416,"Service de gynécologie-obstétrique, hôpital Cochin, AP-HP, 27, rue du Faubourg-Saint-Jacques, 75679 Paris cedex 14, France."
D Boutin,2.2458731616519416,"Service de médecine interne, groupe hospitalier Pitié-Salpêtrière, AP-HP, 47-83, boulevard de l'Hôpital, 75013 Paris, France."
P Orquevaux,2.2458731616519416,"Service de médecine interne, centre de compétence maladies auto-immunes et systémiques rares, hôpital Robert-Debré, CHU de Reims, avenue du Général-Koenig, 51092 Reims cedex, France."
Jehane Fadlallah,2.243144967058341,"Sorbonne Universités, UPMC Univ Paris 06, Inserm UMRS1135, Centre d'Immunologie et des Maladies Infectieuses (Cimi-Paris), 83 Bd de l'hôpital, F-75013, Paris, France."
Barbara Mouratou,2.2430848110930315,"Laboratoire d'Ingénierie des Anticorps, Institut Pasteur, 25 rue du Dr. Roux, 75724 Paris Cedex 15, France. mouratou@pasteur.fr"
Corentin Le Magueresse,2.24031214657462,"INSERM UMR-S 1270, Paris, France.
Science and Engineering Faculty, Sorbonne Université, Paris, France.
Institut du Fer à Moulin, Paris, France."
Mélanie Druart,2.24031214657462,"INSERM UMR-S 1270, Paris, France.
Science and Engineering Faculty, Sorbonne Université, Paris, France.
Institut du Fer à Moulin, Paris, France."
C Bensimon,2.238068885923013,"Institut Pasteur, Paris, France."
Anna Garofano,2.235205634520726,"HEOR, Real-World Evidence Solutions (RWES) unit, IMS Health, Paris-La Défense, France."
Frédérique Maurel,2.235205634520726,"HEOR, Real-World Evidence Solutions (RWES) unit, IMS Health, Paris-La Défense, France."
J C Aldigier,2.2346799953036407,"Department of Nephrology, Centre Hospitalier Universitaire Dupuytren, Limoges, France."
G Chaumentin,2.232351951603142,"Service de Pathologie Infectieuse et Tropical, Hôpital de la Croix-Rousse, Lyon, France."
J P Lanoix,2.2305891543719865,"Department of Internal Medicine and RECIF. Amiens University Hospital, Place Victor Pauchet, 80000 Amiens, France. lanoix.jean-philippe@chu-amiens.fr"
Marie Ouachée-Chardin,2.2296589721704603,"Pediatric Hematology-Oncology Unit, AP-HP, Robert Debré Hospital, Paris, France;"
Julie Toubiana,2.2296589721704603,"Department of General Pediatrics and Pediatric Infectious Diseases, Assistance Publique-Hôpitaux de Paris (AP-HP), Necker-Enfants Malades Hospital, Paris, France; Paris Descartes University, Sorbonne Paris Cité, Institut Imagine, Paris, France; Laboratory of Human Genetics of Infectious Diseases, Necker Branch, INSERM UMR1163, Necker Medical School, Paris, France; Pediatric Hematology-Immunology-Rheumatology Unit, AP-HP, Necker-Enfants Malades Hospital, Paris, France;"
Capucine Picard,2.2296589721704603,"Paris Descartes University, Sorbonne Paris Cité, Institut Imagine, Paris, France; Laboratory of Human Genetics of Infectious Diseases, Necker Branch, INSERM UMR1163, Necker Medical School, Paris, France; Pediatric Hematology-Immunology-Rheumatology Unit, AP-HP, Necker-Enfants Malades Hospital, Paris, France; Study Center for Immunodeficiencies, Necker-Enfants Malades Hospital, AP-HP, Paris, France;"
Claire de Moreuil,2.227828097523543,"EA 3878, Groupe d'Etude de la Thrombose de Bretagne Occidentale, Brest, France.
Département de médecine interne et pneumologie, CHRU de Brest, Hôpital de la Cavale Blanche, Brest, France."
I Bahon-Riedinger,2.2265499205135706,"Laboratoire d'hématologie-immunologie, CHU Pontchaillou, 35000 Rennes, France. isabelle.bahon-riedinger@chu-rennes.fr"
C Jimenez,2.2261337698591612,"Laboratoire de biologie de la reproduction, centre Aliénor d'Aquitaine, hôpital Pellegrin, place Amélie-Raba-Léon, 33076 Bordeaux cedex, France."
A Papaxanthos,2.2261337698591612,"Laboratoire de biologie de la reproduction, centre Aliénor d'Aquitaine, hôpital Pellegrin, place Amélie-Raba-Léon, 33076 Bordeaux cedex, France."
C Hocké,2.2261337698591612,"Service d'assistance médicale à la procréation, centre Aliénor d'Aquitaine, hôpital Pellegrin, place Amélie-Raba-Léon, 33076 Bordeaux cedex, France."
S Frantz,2.2261337698591612,"Service d'assistance médicale à la procréation, centre Aliénor d'Aquitaine, hôpital Pellegrin, place Amélie-Raba-Léon, 33076 Bordeaux cedex, France."
H Creux,2.2261337698591612,"Service d'assistance médicale à la procréation, centre Aliénor d'Aquitaine, hôpital Pellegrin, place Amélie-Raba-Léon, 33076 Bordeaux cedex, France. Electronic address: helenecreux@gmail.com."
Mark P Gorman,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Kumaran Deiva,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Banu Anlar,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Brenda Banwell,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Catherine J Riney,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Paul A Brogan,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Ming Lim,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Kirsten Heineman,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Marinka Twilt,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Cheryl Hemingway,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Michael R Eyre,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Eyal Muscal,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
Despina Eleftheriou,2.2252934686696877,"From the Neuroimmunology Group (R.C.D., F.B.), Children's Hospital at Westmead, University of Sydney, Australia; Boston Children's Hospital (L.V.D., M.P.G.), MA; the Division of Rheumatology (M.T., S.M.B.), The Hospital for Sick Children, University of Toronto, Canada; Children's Hospital of Philadelphia (A.T.W., S.N., B.B.), University of Pennsylvania; Paediatric Neurology and Rheumatology (E.M., A.S.), Texas Children's Hospital, Baylor College of Medicine, Houston; Assistance Publique-Hopitaux de Paris (K.D., M.T.), Hôpitaux Universitaires Paris-Sud, National Referral Center for Neuro-Inflammatory Diseases in Children, Pediatric Neurology Department and Université Paris-Sud, Inserm U1012, Le Kremlin-Bicêtre, France; Royal Children's Hospital Melbourne (E.A., A.K.), Australia; Great Ormond Street Hospital NHS Trust (M.R.E., C.H.), London; UCL Institute of Child Health (D.E., P.A.B.), London; Alder Hey Children's NHS Foundation Trust and the Institute of Infection and Global Health (R.K.), University of Liverpool, UK; Children's Hospital of Pittsburgh (G.A.), University of Pittsburgh, PA; Hacettepe University Child Neurology (B.A.), Turkey; Birmingham Children's Hospital (E.W.); John Radcliffe Hospital (K.H.), Oxford, UK; Neurosciences Unit and Mater Medical Research Institute (C.J.R.), Mater Children's Hospital, South Brisbane, University of Queensland, Australia; Alberta Children's Hospital (S.M.B.), Calgary, University of Calgary, Canada; and Evelina Children's Hospital (M.L.), London, UK."
